location,date,vaccine,total_vaccinations
United States,2022-03-28,Pfizer/BioNTech,330607980
United States,2022-03-29,Johnson&Johnson,18563903
United States,2022-03-29,Moderna,210341785
United States,2022-03-29,Pfizer/BioNTech,330748673
United States,2022-03-30,Johnson&Johnson,18570195
United States,2022-03-30,Moderna,210417177
United States,2022-03-30,Pfizer/BioNTech,330903027
United States,2022-03-31,Johnson&Johnson,18581654
United States,2022-03-31,Moderna,210561666
United States,2022-03-31,Pfizer/BioNTech,331150614
United States,2022-04-01,Johnson&Johnson,18585443
United States,2022-04-01,Moderna,210694003
United States,2022-04-01,Pfizer/BioNTech,331363417
United States,2022-04-02,Johnson&Johnson,18590415
United States,2022-04-02,Moderna,210891645
United States,2022-04-02,Pfizer/BioNTech,331645510
United States,2022-04-03,Johnson&Johnson,18593986
United States,2022-04-03,Moderna,211069153
United States,2022-04-03,Pfizer/BioNTech,331889314
United States,2022-04-04,Johnson&Johnson,18596102
United States,2022-04-04,Moderna,211212181
United States,2022-04-04,Pfizer/BioNTech,332094076
United States,2022-04-05,Johnson&Johnson,18599938
United States,2022-04-05,Moderna,211419985
United States,2022-04-05,Pfizer/BioNTech,332381918
United States,2022-04-06,Johnson&Johnson,18603274
United States,2022-04-06,Moderna,211577562
United States,2022-04-06,Pfizer/BioNTech,332676450
United States,2022-04-07,Johnson&Johnson,18608511
United States,2022-04-07,Moderna,211826208
United States,2022-04-07,Pfizer/BioNTech,333028736
United States,2022-04-08,Johnson&Johnson,18616237
United States,2022-04-08,Moderna,212072520
United States,2022-04-08,Pfizer/BioNTech,333346274
United States,2022-04-09,Johnson&Johnson,18621412
United States,2022-04-09,Moderna,212326438
United States,2022-04-09,Pfizer/BioNTech,333676070
United States,2022-04-10,Johnson&Johnson,18624625
United States,2022-04-10,Moderna,212514135
United States,2022-04-10,Pfizer/BioNTech,333920088
United States,2022-04-11,Johnson&Johnson,18627134
United States,2022-04-11,Moderna,212662875
United States,2022-04-11,Pfizer/BioNTech,334116607
United States,2022-04-12,Johnson&Johnson,18632236
United States,2022-04-12,Moderna,212902665
United States,2022-04-12,Pfizer/BioNTech,334457018
United States,2022-04-13,Johnson&Johnson,18638661
United States,2022-04-13,Moderna,213157104
United States,2022-04-13,Pfizer/BioNTech,334851638
United States,2022-04-14,Moderna,213420181
United States,2022-04-14,Pfizer/BioNTech,335211371
United States,2022-04-15,Johnson&Johnson,18640686
United States,2022-04-15,Moderna,213642288
United States,2022-04-15,Pfizer/BioNTech,335486821
United States,2022-04-17,Johnson&Johnson,18651114
United States,2022-04-17,Moderna,214090322
United States,2022-04-17,Pfizer/BioNTech,336110489
United States,2022-04-18,Johnson&Johnson,18652610
United States,2022-04-18,Moderna,214191561
United States,2022-04-18,Pfizer/BioNTech,336252416
United States,2022-04-19,Johnson&Johnson,18655717
United States,2022-04-19,Moderna,214389071
United States,2022-04-19,Pfizer/BioNTech,336519915
United States,2022-04-20,Johnson&Johnson,18658700
United States,2022-04-20,Moderna,214544808
United States,2022-04-20,Pfizer/BioNTech,336733418
United States,2022-04-21,Johnson&Johnson,18667082
United States,2022-04-21,Moderna,214838341
United States,2022-04-21,Pfizer/BioNTech,337149475
United States,2022-04-23,Johnson&Johnson,18675064
United States,2022-04-23,Moderna,215267780
United States,2022-04-23,Pfizer/BioNTech,337691560
United States,2022-04-24,Johnson&Johnson,18678603
United States,2022-04-24,Moderna,215441941
United States,2022-04-24,Pfizer/BioNTech,337925080
United States,2022-04-25,Johnson&Johnson,18680233
United States,2022-04-25,Moderna,215533577
United States,2022-04-25,Pfizer/BioNTech,338066044
United States,2022-04-26,Johnson&Johnson,18683465
United States,2022-04-26,Moderna,215886365
United States,2022-04-26,Pfizer/BioNTech,338462489
United States,2022-04-27,Johnson&Johnson,18687801
United States,2022-04-27,Moderna,216176131
United States,2022-04-27,Pfizer/BioNTech,338817094
United States,2022-04-29,Johnson&Johnson,18698642
United States,2022-04-29,Moderna,216613745
United States,2022-04-29,Pfizer/BioNTech,339391558
United States,2022-04-30,Johnson&Johnson,18703265
United States,2022-04-30,Moderna,216827616
United States,2022-04-30,Pfizer/BioNTech,339679887
United States,2022-05-01,Johnson&Johnson,18706597
United States,2022-05-01,Moderna,216993256
United States,2022-05-01,Pfizer/BioNTech,339892644
United States,2022-05-02,Johnson&Johnson,18710595
United States,2022-05-02,Moderna,217094546
United States,2022-05-02,Pfizer/BioNTech,340041803
United States,2022-05-03,Johnson&Johnson,18714926
United States,2022-05-03,Moderna,217319038
United States,2022-05-03,Pfizer/BioNTech,340349558
United States,2022-05-04,Johnson&Johnson,18719731
United States,2022-05-04,Moderna,217473916
United States,2022-05-04,Pfizer/BioNTech,340555503
United States,2022-05-05,Johnson&Johnson,18724225
United States,2022-05-05,Moderna,217673796
United States,2022-05-05,Pfizer/BioNTech,340886777
United States,2022-05-06,Johnson&Johnson,18726155
United States,2022-05-06,Moderna,217838273
United States,2022-05-06,Pfizer/BioNTech,341120660
United States,2022-05-07,Johnson&Johnson,18731178
United States,2022-05-07,Moderna,218042080
United States,2022-05-07,Pfizer/BioNTech,341391637
United States,2022-05-08,Johnson&Johnson,18734485
United States,2022-05-08,Moderna,218165790
United States,2022-05-08,Pfizer/BioNTech,341568304
United States,2022-05-09,Johnson&Johnson,18735773
United States,2022-05-09,Moderna,218252430
United States,2022-05-09,Pfizer/BioNTech,341692309
United States,2022-05-10,Johnson&Johnson,18738925
United States,2022-05-10,Moderna,218431517
United States,2022-05-10,Pfizer/BioNTech,341952524
United States,2022-05-12,Johnson&Johnson,18740901
United States,2022-05-12,Moderna,218799948
United States,2022-05-12,Pfizer/BioNTech,342409868
United States,2022-05-13,Johnson&Johnson,18741939
United States,2022-05-13,Moderna,218972615
United States,2022-05-13,Pfizer/BioNTech,342636566
United States,2022-05-14,Johnson&Johnson,18745199
United States,2022-05-14,Moderna,219173929
United States,2022-05-14,Pfizer/BioNTech,342891792
United States,2022-05-15,Johnson&Johnson,18746828
United States,2022-05-15,Moderna,219297720
United States,2022-05-15,Pfizer/BioNTech,343060118
United States,2022-05-16,Johnson&Johnson,18747590
United States,2022-05-16,Moderna,219366322
United States,2022-05-16,Pfizer/BioNTech,343161039
United States,2022-05-17,Johnson&Johnson,18750748
United States,2022-05-17,Moderna,219576781
United States,2022-05-17,Pfizer/BioNTech,343453572
United States,2022-05-18,Johnson&Johnson,18755312
United States,2022-05-18,Moderna,219744773
United States,2022-05-18,Pfizer/BioNTech,343689160
United States,2022-05-19,Moderna,219930777
United States,2022-05-19,Pfizer/BioNTech,343961862
United States,2022-05-20,Johnson&Johnson,18758947
United States,2022-05-20,Moderna,220048579
United States,2022-05-20,Pfizer/BioNTech,344101246
United States,2022-05-21,Johnson&Johnson,18763104
United States,2022-05-21,Moderna,220258769
United States,2022-05-21,Pfizer/BioNTech,344394956
United States,2022-05-22,Johnson&Johnson,18764904
United States,2022-05-22,Moderna,220380327
United States,2022-05-22,Pfizer/BioNTech,344563764
United States,2022-05-23,Johnson&Johnson,18765566
United States,2022-05-23,Moderna,220440746
United States,2022-05-23,Pfizer/BioNTech,344672021
United States,2022-05-24,Johnson&Johnson,18768404
United States,2022-05-24,Moderna,220671360
United States,2022-05-24,Pfizer/BioNTech,345017856
United States,2022-05-25,Johnson&Johnson,18771582
United States,2022-05-25,Moderna,220822817
United States,2022-05-25,Pfizer/BioNTech,345248627
United States,2022-05-26,Johnson&Johnson,18776774
United States,2022-05-26,Moderna,221058399
United States,2022-05-26,Pfizer/BioNTech,345599101
United States,2022-05-27,Johnson&Johnson,18780063
United States,2022-05-27,Moderna,221249107
United States,2022-05-27,Pfizer/BioNTech,345903502
United States,2022-05-31,Johnson&Johnson,18784785
United States,2022-05-31,Moderna,221575421
United States,2022-05-31,Pfizer/BioNTech,346423663
United States,2022-06-01,Moderna,221748670
United States,2022-06-01,Pfizer/BioNTech,346708234
United States,2022-06-02,Moderna,221900078
United States,2022-06-02,Pfizer/BioNTech,346954221
United States,2022-06-03,Johnson&Johnson,18786228
United States,2022-06-03,Moderna,221994751
United States,2022-06-03,Pfizer/BioNTech,347113595
United States,2022-06-04,Johnson&Johnson,18789206
United States,2022-06-04,Moderna,222147891
United States,2022-06-04,Pfizer/BioNTech,347357380
United States,2022-06-05,Johnson&Johnson,18790511
United States,2022-06-05,Moderna,222237499
United States,2022-06-05,Pfizer/BioNTech,347501597
United States,2022-06-06,Moderna,222279084
United States,2022-06-06,Pfizer/BioNTech,347580670
United States,2022-06-07,Moderna,222431598
United States,2022-06-07,Pfizer/BioNTech,347847846
United States,2022-06-08,Moderna,222506191
United States,2022-06-08,Pfizer/BioNTech,347972700
United States,2022-06-09,Johnson&Johnson,18791038
United States,2022-06-09,Moderna,222606034
United States,2022-06-09,Pfizer/BioNTech,348097820
United States,2022-06-10,Johnson&Johnson,18793348
United States,2022-06-10,Moderna,222742789
United States,2022-06-10,Pfizer/BioNTech,348322982
United States,2022-06-11,Johnson&Johnson,18796212
United States,2022-06-11,Moderna,222879133
United States,2022-06-11,Pfizer/BioNTech,348536648
United States,2022-06-12,Johnson&Johnson,18797670
United States,2022-06-12,Moderna,222954084
United States,2022-06-12,Pfizer/BioNTech,348663766
United States,2022-06-13,Johnson&Johnson,18798117
United States,2022-06-13,Moderna,222988591
United States,2022-06-13,Pfizer/BioNTech,348732741
United States,2022-06-14,Johnson&Johnson,18800097
United States,2022-06-14,Moderna,223098104
United States,2022-06-14,Pfizer/BioNTech,348923883
United States,2022-06-15,Johnson&Johnson,18808976
United States,2022-06-15,Moderna,223308265
United States,2022-06-15,Pfizer/BioNTech,349279465
United States,2022-06-16,Johnson&Johnson,18811735
United States,2022-06-16,Moderna,223409934
United States,2022-06-16,Pfizer/BioNTech,349460399
United States,2022-06-22,Moderna,223938249
United States,2022-06-22,Pfizer/BioNTech,350384148
United States,2022-06-29,Johnson&Johnson,18823432
United States,2022-06-29,Moderna,224756352
United States,2022-06-29,Pfizer/BioNTech,352049385
United States,2022-07-06,Moderna,225253126
United States,2022-07-06,Pfizer/BioNTech,352959331
United States,2022-07-13,Moderna,225820815
United States,2022-07-13,Pfizer/BioNTech,354009502
United States,2022-07-20,Moderna,226623424
United States,2022-07-20,Pfizer/BioNTech,355396322
United States,2022-07-27,Moderna,227455167
United States,2022-07-27,Pfizer/BioNTech,356743474
United States,2022-08-03,Johnson&Johnson,18832842
United States,2022-08-03,Moderna,227621032
United States,2022-08-03,Novavax,7381
United States,2022-08-03,Pfizer/BioNTech,357149149
United States,2022-08-10,Johnson&Johnson,18845464
United States,2022-08-10,Moderna,228323295
United States,2022-08-10,Novavax,9766
United States,2022-08-10,Pfizer/BioNTech,358354212
United States,2022-08-17,Johnson&Johnson,18856293
United States,2022-08-17,Moderna,228793653
United States,2022-08-17,Novavax,11990
United States,2022-08-17,Pfizer/BioNTech,359289983
United States,2022-08-24,Johnson&Johnson,18866547
United States,2022-08-24,Moderna,229236868
United States,2022-08-24,Novavax,14559
United States,2022-08-24,Pfizer/BioNTech,360175884
United States,2022-08-31,Johnson&Johnson,18875222
United States,2022-08-31,Moderna,229584075
United States,2022-08-31,Novavax,17965
United States,2022-08-31,Pfizer/BioNTech,360882973
United States,2022-09-07,Johnson&Johnson,18881650
United States,2022-09-07,Moderna,229799922
United States,2022-09-07,Novavax,20787
United States,2022-09-07,Pfizer/BioNTech,361331600
United States,2022-09-14,Johnson&Johnson,18888287
United States,2022-09-14,Moderna,230689369
United States,2022-09-14,Novavax,24125
United States,2022-09-14,Pfizer/BioNTech,362521095
United States,2022-09-21,Johnson&Johnson,18896040
United States,2022-09-21,Moderna,231784237
United States,2022-09-21,Novavax,27291
United States,2022-09-21,Pfizer/BioNTech,364799403
United States,2022-09-28,Johnson&Johnson,18902992
United States,2022-09-28,Moderna,232943541
United States,2022-09-28,Novavax,30261
United States,2022-09-28,Pfizer/BioNTech,367217199
United States,2022-10-05,Johnson&Johnson,18912044
United States,2022-10-05,Moderna,234455510
United States,2022-10-05,Novavax,32992
United States,2022-10-05,Pfizer/BioNTech,370114511
United States,2022-10-12,Johnson&Johnson,18916447
United States,2022-10-12,Moderna,235757021
United States,2022-10-12,Novavax,35302
United States,2022-10-12,Pfizer/BioNTech,372455530
United States,2022-10-19,Johnson&Johnson,18922385
United States,2022-10-19,Moderna,237609069
United States,2022-10-19,Novavax,38250
United States,2022-10-19,Pfizer/BioNTech,375644351
United States,2022-10-26,Johnson&Johnson,18927502
United States,2022-10-26,Moderna,239091038
United States,2022-10-26,Novavax,41044
United States,2022-10-26,Pfizer/BioNTech,378114465
United States,2022-11-02,Johnson&Johnson,18935979
United States,2022-11-02,Moderna,240551585
United States,2022-11-02,Novavax,43540
United States,2022-11-02,Pfizer/BioNTech,380679852
United States,2022-11-09,Moderna,242319609
United States,2022-11-09,Novavax,50574
United States,2022-11-09,Pfizer/BioNTech,384466981
United States,2022-11-16,Moderna,243881608
United States,2022-11-16,Novavax,54324
United States,2022-11-16,Pfizer/BioNTech,387174835
United States,2022-11-23,Moderna,244844785
United States,2022-11-23,Novavax,59429
United States,2022-11-23,Pfizer/BioNTech,388886817
United States,2022-11-30,Johnson&Johnson,18939175
United States,2022-11-30,Moderna,245508471
United States,2022-11-30,Novavax,61387
United States,2022-11-30,Pfizer/BioNTech,390012295
United States,2022-12-07,Johnson&Johnson,18942387
United States,2022-12-07,Moderna,246452917
United States,2022-12-07,Novavax,63842
United States,2022-12-07,Pfizer/BioNTech,391702142
United States,2022-12-14,Johnson&Johnson,18946940
United States,2022-12-14,Moderna,247343714
United States,2022-12-14,Novavax,65971
United States,2022-12-14,Pfizer/BioNTech,393271419
United States,2022-12-21,Johnson&Johnson,18950258
United States,2022-12-21,Moderna,247972525
United States,2022-12-21,Novavax,67439
United States,2022-12-21,Pfizer/BioNTech,394378363
United States,2022-12-28,Johnson&Johnson,18952708
United States,2022-12-28,Moderna,248567365
United States,2022-12-28,Novavax,69062
United States,2022-12-28,Pfizer/BioNTech,395452177
United States,2023-01-04,Johnson&Johnson,18954913
United States,2023-01-04,Moderna,248998772
United States,2023-01-04,Novavax,70373
United States,2023-01-04,Pfizer/BioNTech,396267682
United States,2023-01-11,Johnson&Johnson,18956612
United States,2023-01-11,Moderna,249495031
United States,2023-01-11,Novavax,71979
United States,2023-01-11,Pfizer/BioNTech,397196666
United States,2023-01-18,Johnson&Johnson,18960250
United States,2023-01-18,Moderna,249955722
United States,2023-01-18,Novavax,73805
United States,2023-01-18,Pfizer/BioNTech,398027738
United States,2023-01-25,Johnson&Johnson,18963745
United States,2023-01-25,Moderna,250310595
United States,2023-01-25,Novavax,75156
United States,2023-01-25,Pfizer/BioNTech,398659220
United States,2023-02-01,Johnson&Johnson,18967308
United States,2023-02-01,Moderna,250581571
United States,2023-02-01,Novavax,76430
United States,2023-02-01,Pfizer/BioNTech,399164649
United States,2023-02-08,Johnson&Johnson,18971123
United States,2023-02-08,Moderna,250820655
United States,2023-02-08,Novavax,77551
United States,2023-02-08,Pfizer/BioNTech,399620284
United States,2023-02-15,Johnson&Johnson,18976061
United States,2023-02-15,Moderna,251049942
